accountId	accountType	lastLoginDatePeopleSoft	enabledInPeopleSoft	lastLoginDateEntraMicrosoft	enabledInEntraMicrosoft	unusedEntraMicrosoft6Months	unusedEntraMicrosoft12Months	neverUsedEntraMicrosoft	neverUsedPeopleSoft
116	campus	2021-08-09	false	null	null	false	false	true	false
117	campus	2023-11-21	false	null	null	false	false	true	false
118	campus	2026-04-07	true	2026-04-06	true	false	false	false	false
119	campus	null	null	2020-05-30	true	true	true	false	true
120	campus	2026-03-12	true	2026-04-06	true	false	false	false	false
121	campus	2026-04-01	true	2026-04-06	true	false	false	false	false
122	alumni	null	null	2024-04-22	true	true	true	false	true
123	alumni	null	null	null	true	false	false	true	true
125	alumni	null	null	null	true	false	false	true	true
127	campus	null	null	2025-07-11	false	true	false	false	true
128	campus	null	null	2023-05-09	false	true	true	false	true
131	campus	null	null	null	true	false	false	true	true
132	campus	2025-06-11	true	2025-11-15	true	false	false	false	false
133	campus	2026-04-05	true	2026-04-05	true	false	false	false	false
134	campus	2026-04-06	true	2026-04-06	true	false	false	false	false
135	campus	null	false	null	null	false	false	true	true
136	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
137	alumni	null	null	2025-12-11	true	false	false	false	true
138	campus	2026-02-22	true	2026-04-06	true	false	false	false	false
139	campus	2024-07-16	false	2025-01-10	true	true	true	false	false
140	alumni	null	null	null	false	false	false	true	true
143	campus	null	null	null	false	false	false	true	true
144	campus	2025-01-16	false	null	null	false	false	true	false
145	campus	2026-01-28	true	2026-04-06	true	false	false	false	false
146	campus	2026-03-18	true	2026-04-06	true	false	false	false	false
147	campus	null	null	null	true	false	false	true	true
148	campus	null	false	null	true	false	false	true	true
149	campus	2026-04-07	true	2026-04-07	true	false	false	false	false
150	campus	2026-03-20	true	2026-04-03	true	false	false	false	false
151	campus	2026-03-14	true	2026-03-24	true	false	false	false	false
152	campus	2022-09-05	false	null	null	false	false	true	false
153	campus	null	false	null	null	false	false	true	true
154	campus	2021-08-13	false	null	null	false	false	true	false
155	campus	2024-09-05	false	null	null	false	false	true	false
156	campus	2026-04-07	true	2026-04-07	true	false	false	false	false
157	campus	2025-01-27	false	null	null	false	false	true	false
158	campus	2026-04-02	true	2026-04-07	true	false	false	false	false
159	campus	null	true	null	null	false	false	true	true
160	campus	2025-02-13	false	null	null	false	false	true	false
161	campus	null	null	null	true	false	false	true	true
162	alumni	2025-05-29	false	2026-03-02	true	false	false	false	false
163	alumni	2024-05-29	false	2026-04-01	true	false	false	false	false
164	campus	2023-04-18	false	null	null	false	false	true	false
165	campus	null	false	null	null	false	false	true	true
166	campus	2026-03-11	true	2026-04-06	true	false	false	false	false
167	campus	2022-05-19	false	null	null	false	false	true	false
168	campus	2026-03-12	true	2026-03-12	true	false	false	false	false
169	campus	2022-02-01	false	null	null	false	false	true	false
170	campus	2026-04-07	true	2026-04-06	true	false	false	false	false
171	campus	2026-03-10	true	2026-04-07	true	false	false	false	false
172	campus	2025-02-09	false	null	null	false	false	true	false
173	campus	2022-09-30	false	null	null	false	false	true	false
174	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
175	campus	null	null	2026-04-03	false	false	false	false	true
176	campus	2023-08-08	false	2023-08-09	false	true	true	false	false
177	alumni	2023-06-01	false	2025-09-01	true	true	false	false	false
178	alumni	2022-05-16	false	2026-03-31	true	false	false	false	false
179	campus	2025-03-19	true	2025-03-19	true	true	true	false	false
180	alumni	2022-05-09	false	2022-07-10	true	true	true	false	false
181	campus	2026-04-07	true	2026-04-06	true	false	false	false	false
182	campus	2024-10-27	true	2025-09-19	true	true	false	false	false
183	campus	2025-01-30	true	2026-03-04	true	false	false	false	false
184	alumni	2022-05-14	false	2022-06-14	true	true	true	false	false
185	campus	2026-04-03	true	2026-04-07	true	false	false	false	false
186	campus	2026-04-05	true	2026-04-07	true	false	false	false	false
187	campus	2023-02-21	false	null	null	false	false	true	false
188	campus	2022-05-15	false	2023-04-27	false	true	true	false	false
189	campus	2026-04-03	true	2026-04-06	true	false	false	false	false
190	alumni	2023-05-22	false	2023-08-16	true	true	true	false	false
191	campus	2026-04-07	true	2026-04-05	true	false	false	false	false
192	campus	2025-01-24	true	2025-02-03	true	true	true	false	false
193	campus	2023-05-11	false	null	null	false	false	true	false
194	campus	2026-04-08	true	2026-04-07	true	false	false	false	false
195	campus	2023-06-22	false	2023-07-26	false	true	true	false	false
196	campus	2022-08-09	false	null	null	false	false	true	false
197	campus	2025-05-01	false	2026-03-26	true	false	false	false	false
198	campus	2026-04-05	true	2026-04-06	true	false	false	false	false
199	campus	2026-04-04	true	2026-04-05	true	false	false	false	false
200	campus	2026-04-02	true	2026-04-07	true	false	false	false	false
201	campus	null	null	2023-10-02	false	true	true	false	true
202	campus	2026-04-08	true	2026-04-07	true	false	false	false	false
203	campus	2026-04-07	true	2026-04-06	true	false	false	false	false
204	campus	2026-04-03	true	2026-04-06	true	false	false	false	false
205	campus	2026-04-02	true	2026-04-06	true	false	false	false	false
206	alumni	null	null	2026-03-28	true	false	false	false	true
207	alumni	null	null	2022-02-17	true	true	true	false	true
208	campus	2023-07-01	false	null	null	false	false	true	false
209	campus	2025-03-12	false	null	null	false	false	true	false
210	campus	null	null	null	false	false	false	true	true
211	alumni	2024-05-26	false	2026-03-08	true	false	false	false	false
212	campus	2024-02-01	false	null	null	false	false	true	false
213	campus	null	null	null	true	false	false	true	true
214	campus	2017-03-10	false	2024-10-01	true	true	true	false	false
215	campus	null	false	null	null	false	false	true	true
216	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
217	campus	2023-01-27	false	null	null	false	false	true	false
218	campus	2025-01-31	false	null	null	false	false	true	false
219	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
220	campus	2023-06-23	false	null	null	false	false	true	false
221	campus	2026-03-16	true	2026-04-01	true	false	false	false	false
222	campus	2024-02-05	false	null	null	false	false	true	false
223	campus	2022-07-27	false	null	null	false	false	true	false
224	campus	2026-04-06	true	2026-04-06	true	false	false	false	false
225	campus	null	false	null	null	false	false	true	true
226	campus	2024-02-07	false	null	null	false	false	true	false
227	campus	2026-04-05	true	2026-04-06	true	false	false	false	false
228	campus	null	false	null	null	false	false	true	true
229	alumni	null	null	2022-12-03	true	true	true	false	true
230	campus	2023-07-27	false	2023-08-17	false	true	true	false	false
231	campus	2026-04-08	true	2026-04-07	true	false	false	false	false
232	campus	null	null	2026-04-06	true	false	false	false	true
233	campus	2025-05-09	false	2026-03-06	true	false	false	false	false
234	campus	null	null	2026-03-23	false	false	false	false	true
235	campus	2026-02-08	true	2026-04-04	true	false	false	false	false
236	alumni	2025-06-24	false	2026-02-01	true	false	false	false	false
237	alumni	null	null	2022-10-03	true	true	true	false	true
238	alumni	2024-05-19	false	2026-03-20	true	false	false	false	false
239	campus	null	true	null	true	false	false	true	true
240	alumni	2023-05-10	false	2025-10-15	true	true	false	false	false
241	alumni	2025-01-23	false	2026-03-13	true	false	false	false	false
242	campus	null	true	2025-07-26	true	true	false	false	true
243	alumni	null	null	2022-12-20	true	true	true	false	true
244	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
246	alumni	2023-01-06	false	2025-02-27	true	true	true	false	false
247	campus	2023-08-23	true	2023-03-14	true	true	true	false	false
248	campus	null	false	null	null	false	false	true	true
249	campus	2026-04-06	true	2026-04-06	true	false	false	false	false
250	campus	2026-04-02	true	2026-04-06	true	false	false	false	false
251	campus	2026-04-06	true	2026-04-06	true	false	false	false	false
252	alumni	null	null	2024-12-07	true	true	true	false	true
253	alumni	2022-05-19	false	2025-09-26	true	true	false	false	false
254	alumni	null	null	2025-04-28	true	true	false	false	true
255	alumni	null	null	2026-04-03	true	false	false	false	true
256	alumni	2023-05-16	false	2026-01-26	true	false	false	false	false
257	campus	2024-05-15	false	2026-02-09	false	false	false	false	false
258	campus	2026-04-06	true	2026-04-07	true	false	false	false	false
259	alumni	2025-05-12	false	2026-03-26	true	false	false	false	false
260	campus	2026-01-20	true	2026-04-06	true	false	false	false	false
261	alumni	2022-05-26	false	2022-08-31	true	true	true	false	false
262	campus	2026-01-28	true	2026-04-06	true	false	false	false	false
263	campus	2024-05-03	true	2024-05-02	false	true	true	false	false
264	alumni	2025-06-17	false	2026-04-06	true	false	false	false	false
265	campus	2026-04-07	true	2026-04-06	true	false	false	false	false
266	campus	2026-04-08	true	2026-04-07	true	false	false	false	false
267	campus	2026-02-20	true	2026-04-06	true	false	false	false	false
268	campus	2026-03-31	true	2026-04-04	true	false	false	false	false
269	alumni	null	null	null	true	false	false	true	true
270	alumni	2025-05-02	false	2026-01-13	true	false	false	false	false
271	campus	2026-02-04	true	2026-04-07	true	false	false	false	false
272	campus	2024-09-15	true	2025-03-24	true	true	true	false	false
273	campus	2025-01-06	true	2025-01-07	true	true	true	false	false
274	campus	2026-03-24	true	2026-04-05	true	false	false	false	false
275	alumni	null	null	null	true	false	false	true	true
276	campus	2026-03-25	true	2026-04-05	true	false	false	false	false
277	alumni	2025-05-12	false	2025-08-13	true	true	false	false	false
278	campus	2026-04-03	true	2026-04-06	true	false	false	false	false
279	alumni	2024-05-13	false	2024-08-06	true	true	true	false	false
280	alumni	2023-05-31	false	2026-02-03	true	false	false	false	false
281	alumni	null	null	2024-11-18	true	true	true	false	true
282	campus	2025-02-13	true	2025-04-11	true	true	true	false	false
283	campus	2025-01-03	true	2025-01-03	true	true	true	false	false
284	campus	2025-11-03	true	2025-11-10	true	false	false	false	false
285	campus	null	null	null	false	false	false	true	true
286	campus	2026-04-07	true	2026-04-07	true	false	false	false	false
287	alumni	2024-06-05	false	2026-02-23	true	false	false	false	false
288	campus	2024-08-24	true	2024-11-19	true	true	true	false	false
289	alumni	2025-05-14	false	2025-06-19	true	true	false	false	false
290	alumni	null	null	2021-11-27	true	true	true	false	true
291	campus	2026-03-02	true	2026-04-06	true	false	false	false	false
292	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
293	campus	2022-05-09	false	null	null	false	false	true	false
294	campus	2024-12-04	false	2024-08-14	true	true	true	false	false
295	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
296	alumni	null	null	2026-04-06	true	false	false	false	true
297	campus	2026-04-03	true	2026-04-06	true	false	false	false	false
298	campus	2026-03-21	true	2026-03-22	true	false	false	false	false
299	campus	2026-03-06	true	2026-04-06	true	false	false	false	false
300	campus	null	null	2023-07-19	false	true	true	false	true
301	campus	2026-03-23	true	2026-04-03	true	false	false	false	false
302	campus	2026-02-18	true	2026-04-06	true	false	false	false	false
303	campus	2026-04-07	true	2026-04-07	true	false	false	false	false
304	campus	2026-04-07	true	2026-04-06	true	false	false	false	false
305	campus	2026-01-21	true	2026-04-07	true	false	false	false	false
306	campus	2026-04-03	true	2026-04-06	true	false	false	false	false
307	campus	2025-04-29	true	2025-03-13	true	true	true	false	false
308	campus	2026-04-08	true	2026-04-07	true	false	false	false	false
309	alumni	2024-07-03	false	2026-04-06	true	false	false	false	false
310	campus	null	false	2024-06-17	false	true	true	false	true
311	campus	2026-04-06	true	2026-04-07	true	false	false	false	false
312	campus	2026-03-10	true	2026-04-06	true	false	false	false	false
313	alumni	null	null	2025-07-09	true	true	false	false	true
314	alumni	2025-04-30	false	2025-05-17	true	true	false	false	false
315	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
316	campus	2023-07-09	true	2024-05-06	false	true	true	false	false
317	campus	2024-08-31	false	2024-10-18	true	true	true	false	false
318	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
319	campus	2023-11-27	false	null	null	false	false	true	false
320	campus	2023-07-26	false	null	null	false	false	true	false
321	campus	2026-02-22	true	2026-04-03	true	false	false	false	false
322	alumni	null	null	2023-06-13	true	true	true	false	true
323	campus	null	null	2025-12-19	true	false	false	false	true
324	campus	2026-04-07	true	2026-04-06	true	false	false	false	false
325	campus	2026-04-06	true	2026-04-07	true	false	false	false	false
326	alumni	2022-05-16	false	2022-08-30	true	true	true	false	false
327	campus	2025-07-29	true	2025-12-19	false	false	false	false	false
328	campus	null	null	2026-04-02	false	false	false	false	true
329	campus	2022-05-10	false	null	null	false	false	true	false
330	campus	2026-02-06	true	2026-04-07	true	false	false	false	false
331	campus	null	false	null	false	false	false	true	true
332	campus	2026-04-07	true	2026-04-06	true	false	false	false	false
333	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
334	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
335	campus	2024-10-04	false	null	null	false	false	true	false
336	campus	2026-04-07	true	2026-04-06	true	false	false	false	false
337	alumni	2023-06-09	false	2023-07-27	true	true	true	false	false
338	campus	2026-04-08	true	2026-04-07	true	false	false	false	false
339	campus	2026-04-05	true	2026-04-06	true	false	false	false	false
340	alumni	null	null	2024-04-27	true	true	true	false	true
341	campus	2024-01-22	false	null	null	false	false	true	false
342	alumni	2023-05-08	false	2025-07-26	true	true	false	false	false
343	campus	2023-06-05	true	2023-05-24	true	true	true	false	false
344	campus	2026-02-02	true	2026-04-06	true	false	false	false	false
345	campus	2026-03-22	true	2026-04-02	true	false	false	false	false
346	campus	2026-01-09	true	2026-02-23	true	false	false	false	false
347	campus	2026-01-25	true	2026-04-06	true	false	false	false	false
348	alumni	null	null	null	true	false	false	true	true
349	campus	2021-11-03	false	null	null	false	false	true	false
350	campus	2026-03-08	true	2026-04-06	true	false	false	false	false
351	campus	null	null	2021-06-15	true	true	true	false	true
352	campus	null	null	2024-08-14	true	true	true	false	true
353	campus	2023-07-05	false	null	null	false	false	true	false
354	campus	2026-04-07	true	2026-04-06	true	false	false	false	false
355	campus	2026-03-18	true	2026-04-06	true	false	false	false	false
356	alumni	2022-05-11	false	2026-04-04	true	false	false	false	false
357	alumni	2025-05-12	false	2025-12-14	true	false	false	false	false
358	alumni	2024-05-13	false	2024-09-05	true	true	true	false	false
359	campus	2026-01-26	true	2026-04-05	true	false	false	false	false
360	campus	2026-03-29	true	2026-04-06	true	false	false	false	false
361	campus	2026-03-14	true	2026-04-06	true	false	false	false	false
362	alumni	null	null	2025-11-25	true	false	false	false	true
363	campus	2026-02-17	true	2026-04-06	true	false	false	false	false
364	alumni	2024-05-16	false	2024-08-15	true	true	true	false	false
365	campus	2024-01-24	true	2024-02-04	true	true	true	false	false
366	campus	2026-01-18	true	2026-04-06	true	false	false	false	false
367	alumni	null	null	null	true	false	false	true	true
368	campus	2026-04-06	true	2026-04-06	true	false	false	false	false
369	campus	2023-01-16	false	null	null	false	false	true	false
370	alumni	2023-06-06	false	2026-03-02	true	false	false	false	false
371	campus	null	false	null	null	false	false	true	true
372	campus	null	true	null	true	false	false	true	true
373	campus	2026-02-12	true	2026-04-06	true	false	false	false	false
374	alumni	null	null	2026-04-06	true	false	false	false	true
375	alumni	null	null	2022-07-23	true	true	true	false	true
376	campus	null	false	null	null	false	false	true	true
377	campus	2026-03-23	true	2026-04-06	true	false	false	false	false
378	campus	2023-06-06	false	2025-06-05	false	true	false	false	false
379	alumni	null	null	2022-10-03	true	true	true	false	true
380	campus	2024-05-15	false	2024-04-30	false	true	true	false	false
381	campus	2026-01-30	true	2026-03-29	true	false	false	false	false
382	alumni	null	null	2026-03-02	true	false	false	false	true
383	campus	2025-10-06	true	2026-02-11	false	false	false	false	false
384	campus	2026-03-20	true	2026-04-06	true	false	false	false	false
385	campus	2024-06-21	true	2025-06-24	true	true	false	false	false
386	alumni	2022-05-26	false	2023-06-04	true	true	true	false	false
387	alumni	2025-05-03	false	2025-07-10	true	true	false	false	false
388	campus	2023-09-23	true	2023-11-19	true	true	true	false	false
389	campus	2021-07-08	true	null	null	false	false	true	false
391	campus	2024-01-25	true	2026-03-14	true	false	false	false	false
392	campus	2026-04-02	true	2026-04-02	true	false	false	false	false
393	campus	2026-04-03	true	2026-04-07	true	false	false	false	false
394	campus	2023-07-26	true	null	null	false	false	true	false
395	campus	2026-04-01	true	2026-04-02	true	false	false	false	false
396	campus	2026-04-01	true	2026-04-06	true	false	false	false	false
397	campus	2026-03-15	true	2026-04-07	true	false	false	false	false
398	alumni	2024-05-29	false	2025-03-06	true	true	true	false	false
399	campus	2026-03-31	true	2026-04-03	true	false	false	false	false
400	campus	2026-04-07	true	2026-04-06	true	false	false	false	false
401	campus	null	false	null	null	false	false	true	true
403	campus	null	null	null	false	false	false	true	true
404	campus	2024-06-19	false	2024-08-27	true	true	true	false	false
405	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
406	campus	2026-03-24	true	2026-04-05	true	false	false	false	false
407	alumni	null	null	null	true	false	false	true	true
408	campus	2026-04-07	true	2026-04-06	true	false	false	false	false
409	alumni	2023-06-01	false	2024-12-19	true	true	true	false	false
410	campus	2026-03-25	true	2026-04-07	true	false	false	false	false
411	campus	2026-04-02	true	2026-04-06	true	false	false	false	false
412	campus	null	false	null	true	false	false	true	true
413	alumni	2023-05-26	false	2024-06-01	true	true	true	false	false
414	campus	2025-07-22	true	2025-10-21	true	false	false	false	false
415	campus	2026-03-24	true	2026-04-06	true	false	false	false	false
416	campus	2026-03-13	true	2026-04-05	true	false	false	false	false
417	campus	2022-06-15	false	null	null	false	false	true	false
418	campus	2025-04-08	false	null	null	false	false	true	false
419	campus	2026-01-22	true	2026-03-25	true	false	false	false	false
420	campus	2026-03-31	true	2026-04-06	true	false	false	false	false
421	campus	2023-03-22	true	null	null	false	false	true	false
422	campus	null	true	null	null	false	false	true	true
423	campus	2026-04-07	true	2026-04-06	true	false	false	false	false
424	campus	2025-04-22	false	null	null	false	false	true	false
425	campus	null	null	2024-05-09	false	true	true	false	true
426	campus	2025-02-05	false	2026-04-03	true	false	false	false	false
427	campus	2026-03-27	true	2026-04-06	true	false	false	false	false
428	alumni	2025-06-28	false	2025-10-07	true	true	false	false	false
430	campus	2022-05-25	false	null	null	false	false	true	false
431	campus	2023-03-25	false	null	null	false	false	true	false
432	campus	2026-02-08	true	2026-04-05	true	false	false	false	false
433	alumni	null	null	2025-02-11	true	true	true	false	true
434	alumni	2022-02-01	false	2022-06-23	true	true	true	false	false
435	alumni	null	null	null	true	false	false	true	true
436	alumni	null	null	2022-08-30	true	true	true	false	true
437	campus	null	true	null	true	false	false	true	true
438	campus	2022-06-08	false	null	null	false	false	true	false
439	campus	null	false	2023-06-22	true	true	true	false	true
440	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
441	campus	2026-02-17	true	2026-04-07	true	false	false	false	false
442	campus	2023-01-26	false	null	null	false	false	true	false
443	campus	2025-08-03	false	2025-08-18	true	true	false	false	false
444	alumni	null	null	2026-03-21	true	false	false	false	true
445	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
446	campus	2026-02-19	true	2026-02-19	true	false	false	false	false
447	campus	null	false	null	false	false	false	true	true
448	campus	2025-01-27	true	2025-06-11	true	true	false	false	false
449	campus	2024-06-12	true	2024-06-12	true	true	true	false	false
450	campus	null	null	null	true	false	false	true	true
451	campus	2025-04-15	false	2025-10-22	true	false	false	false	false
452	alumni	2025-06-20	false	2026-02-05	true	false	false	false	false
453	campus	2024-09-18	false	null	null	false	false	true	false
454	campus	2026-04-07	true	2026-04-06	true	false	false	false	false
455	campus	2025-10-30	false	2026-03-09	false	false	false	false	false
456	campus	null	false	null	null	false	false	true	true
457	campus	2026-04-03	true	2026-04-05	true	false	false	false	false
458	alumni	2025-05-23	false	2026-04-01	true	false	false	false	false
459	campus	null	true	null	true	false	false	true	true
460	alumni	2022-05-23	false	2025-08-18	true	true	false	false	false
461	campus	2026-04-02	true	2026-04-05	true	false	false	false	false
462	campus	2024-07-24	false	2024-09-16	false	true	true	false	false
463	campus	null	null	null	true	false	false	true	true
464	campus	2025-09-19	true	2026-03-25	true	false	false	false	false
466	alumni	null	null	2026-03-03	true	false	false	false	true
467	campus	null	false	null	true	false	false	true	true
468	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
469	campus	2024-01-07	false	2024-10-25	false	true	true	false	false
470	alumni	2023-05-17	false	2025-04-01	true	true	true	false	false
471	campus	2025-05-14	true	2025-05-29	true	true	false	false	false
472	campus	2026-03-28	true	2026-04-06	true	false	false	false	false
473	campus	2023-06-07	true	null	true	false	false	true	false
474	campus	2026-03-27	true	2026-04-07	true	false	false	false	false
475	alumni	2022-05-10	false	2022-06-29	true	true	true	false	false
476	campus	null	false	null	null	false	false	true	true
477	campus	2026-01-27	true	2026-04-01	true	false	false	false	false
478	alumni	2022-03-10	false	2024-04-29	true	true	true	false	false
479	campus	2026-04-05	true	2026-04-06	true	false	false	false	false
480	campus	2026-03-15	true	2026-04-05	true	false	false	false	false
481	campus	2026-02-15	true	2026-04-07	true	false	false	false	false
482	alumni	null	null	null	true	false	false	true	true
483	campus	2021-09-22	false	null	null	false	false	true	false
484	alumni	null	null	2022-09-03	true	true	true	false	true
485	campus	2026-04-07	true	2026-04-06	true	false	false	false	false
486	alumni	null	null	2023-09-02	true	true	true	false	true
487	campus	2026-04-02	true	2026-04-07	true	false	false	false	false
488	alumni	null	null	2025-10-11	true	true	false	false	true
489	campus	2023-10-03	true	2023-10-03	true	true	true	false	false
490	campus	2025-06-29	true	2026-04-03	true	false	false	false	false
