accountId	accountType	lastLoginDatePeopleSoft	enabledInPeopleSoft	lastLoginDateEntraMicrosoft	enabledInEntraMicrosoft	unusedEntraMicrosoft6Months	unusedEntraMicrosoft12Months
4155	campus	null	true	null	true	true	true
4170	campus	null	true	null	true	true	true
4230	campus	null	true	null	true	true	true
4245	campus	null	true	null	true	true	true
4281	campus	null	true	null	true	true	true
4433	campus	null	true	2026-01-30	true	false	false
4450	campus	null	true	null	true	true	true
4590	campus	null	true	null	true	true	true
4677	campus	null	true	2024-07-25	true	true	true
4742	campus	null	true	null	null	true	true
4755	campus	null	true	null	true	true	true
4910	campus	null	true	null	true	true	true
4931	campus	null	true	2023-01-16	true	true	true
4962	campus	null	true	null	true	true	true
5069	campus	null	true	null	true	true	true
5132	campus	null	true	null	true	true	true
5204	campus	null	true	null	null	true	true
5216	campus	null	true	2025-05-08	true	true	false
5252	campus	null	true	2026-04-06	true	false	false
5258	campus	null	true	null	false	true	true
5263	campus	null	true	null	null	true	true
5266	campus	null	true	null	null	true	true
5286	campus	null	true	null	null	true	true
5310	campus	null	true	null	null	true	true
5383	campus	null	true	null	null	true	true
5389	campus	null	true	null	null	true	true
5472	campus	null	true	null	null	true	true
5476	campus	null	true	null	null	true	true
5495	campus	null	true	null	true	true	true
5501	campus	null	true	null	true	true	true
5616	campus	null	true	null	null	true	true
5628	campus	null	true	null	null	true	true
5859	campus	null	true	null	true	true	true
5876	campus	null	true	2025-05-25	true	true	false
5894	campus	null	true	null	true	true	true
6116	campus	null	true	null	true	true	true
6247	campus	null	true	2025-10-23	true	false	false
6276	campus	null	true	null	null	true	true
6281	campus	null	true	null	true	true	true
6295	campus	null	true	2026-04-07	true	false	false
6336	campus	null	true	null	true	true	true
6469	campus	null	true	null	false	true	true
6473	campus	null	true	null	null	true	true
6486	campus	null	true	2026-03-30	true	false	false
6551	campus	null	true	null	true	true	true
6573	campus	null	true	null	true	true	true
6619	campus	null	true	null	null	true	true
6621	campus	null	true	null	null	true	true
6625	campus	null	true	null	true	true	true
6823	campus	null	true	null	null	true	true
6903	campus	null	true	null	null	true	true
6913	campus	null	true	2025-01-16	true	true	true
6965	campus	null	true	2026-03-25	true	false	false
6967	campus	null	true	null	true	true	true
7146	campus	null	true	null	true	true	true
7302	campus	null	true	null	true	true	true
7451	campus	null	true	null	null	true	true
7478	campus	null	true	2026-04-01	true	false	false
7486	campus	null	true	null	true	true	true
7651	campus	null	true	null	true	true	true
7711	campus	null	true	null	true	true	true
7746	campus	null	true	null	null	true	true
7815	campus	null	true	null	true	true	true
7818	campus	null	true	2025-06-09	true	true	false
7821	campus	null	true	2025-09-17	true	true	false
7931	campus	null	true	2026-04-06	true	false	false
7973	campus	null	true	2026-04-06	true	false	false
7985	campus	null	true	null	true	true	true
8122	campus	null	true	null	true	true	true
8130	campus	null	true	null	false	true	true
8136	campus	null	true	null	true	true	true
8212	campus	null	true	null	true	true	true
8239	campus	null	true	null	true	true	true
8540	campus	null	true	null	true	true	true
8572	campus	null	true	null	true	true	true
8703	campus	null	true	null	null	true	true
8741	campus	null	true	null	true	true	true
8788	campus	null	true	2025-06-18	true	true	false
8888	campus	null	true	null	true	true	true
8920	campus	null	true	null	true	true	true
9033	campus	null	true	null	true	true	true
9048	campus	null	true	null	null	true	true
9083	campus	null	true	null	true	true	true
9101	campus	null	true	null	true	true	true
9133	campus	null	true	null	true	true	true
9471	campus	null	true	null	null	true	true
9544	campus	null	true	null	true	true	true
9624	campus	null	true	null	true	true	true
9637	campus	null	true	null	true	true	true
9726	campus	null	true	null	false	true	true
9731	campus	null	true	null	null	true	true
9859	campus	null	true	2025-06-03	true	true	false
9881	campus	null	true	null	true	true	true
10032	campus	null	true	2026-04-02	true	false	false
10088	campus	null	true	null	null	true	true
10138	campus	null	true	null	true	true	true
10334	campus	null	true	null	true	true	true
10427	campus	null	true	null	false	true	true
10466	campus	null	true	null	null	true	true
10512	campus	null	true	null	true	true	true
10556	campus	null	true	null	true	true	true
10557	campus	null	true	2025-09-26	true	true	false
10565	campus	null	true	null	true	true	true
10570	campus	null	true	null	true	true	true
10708	campus	null	true	2023-09-02	true	true	true
10723	campus	null	true	null	true	true	true
10817	campus	null	true	2026-03-26	true	false	false
10900	campus	null	true	2026-04-06	true	false	false
10962	campus	null	true	null	true	true	true
11031	campus	null	true	2026-03-18	true	false	false
11113	campus	null	true	null	null	true	true
11153	campus	null	true	null	true	true	true
11457	campus	null	true	null	true	true	true
11459	campus	null	true	null	true	true	true
11475	campus	null	true	2025-08-27	true	true	false
11484	campus	null	true	null	true	true	true
11554	campus	null	true	null	true	true	true
11563	campus	null	true	null	true	true	true
11650	campus	null	true	null	true	true	true
11745	campus	null	true	null	true	true	true
11786	campus	null	true	null	true	true	true
11835	campus	null	true	null	true	true	true
11847	campus	null	true	null	true	true	true
11985	campus	null	true	null	true	true	true
12022	campus	null	true	null	true	true	true
12220	campus	null	true	2025-06-08	true	true	false
12240	campus	null	true	null	true	true	true
12334	campus	null	true	2026-01-03	true	false	false
